id;V25_R;V10;V40;V55;V11;V26_R;V41;V56_R;V12_R;V27;V42_R;V57;V4;V19;V49;V34;V5;V50;V20;V35;V6;V36;V21;V51;V13_R;V28_R;V43_R;V58_R;V14_R;V29_R;V44_R;V59_R;V30_R;V45_R;V60_R;V15_R;V8;V23;V38_R;V53;V9_R;V24;V39_R;V54_R;V7;V22;V37_R;V52_R;V2;V17;V32_R;V47;V3;V18_R;V33;V48;V1;V46_R;V31_R;V16
306;4;4;4;4;4;1;4;4;3;4;4;1;4;4;4;1;4;4;4;4;4;3;4;4;1;4;3;4;4;3;1;4;3;1;1;1;4;4;4;4;1;4;4;1;1;2;1;1;4;4;3;4;4;4;4;4;4;1;1;3
307;2;3;3;4;3;3;3;3;2;3;3;3;3;3;4;4;4;3;4;4;4;1;2;2;3;2;1;3;2;3;4;3;2;2;3;1;2;2;2;3;2;3;1;1;2;1;1;1;2;3;2;4;4;4;3;3;4;3;2;4
308;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;4;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;3;3
309;3;2;3;3;3;4;2;3;2;3;2;2;3;3;3;3;3;4;4;3;3;3;3;3;3;4;3;4;4;4;4;3;4;3;3;4;2;3;2;3;3;3;2;2;3;2;2;3;4;1;3;2;3;2;3;3;3;2;2;3
310;4;4;2;3;4;3;3;3;3;4;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;3;3;3;4;3;3;4;3;4;3;3;4;3;1;3;4;3;3;4;4;2;4;4;3;3;4;4
311;3;4;4;4;4;3;4;3;3;4;3;3;4;4;4;4;4;4;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;2;3;4
312;2;3;2;4;4;2;3;2;4;2;4;4;3;3;3;4;3;4;4;4;3;3;4;4;3;4;2;4;4;4;4;4;2;3;3;2;3;4;1;3;1;4;2;2;3;3;1;2;2;2;4;3;3;4;4;4;3;2;3;4
313;3;4;1;4;4;3;2;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;4;3;4;4;4;4;4;4;4;4;3;4;4;2;4;4;3;4;4;3;4;4;2;4;4;4;4;4;4;4;1;2;4
314;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;3;2;3;2;3;3;2;3;3;3
315;4;3;3;4;4;3;4;3;3;3;3;3;3;3;3;2;4;3;3;3;4;3;3;3;2;2;2;3;3;2;3;3;4;3;3;3;4;3;2;3;3;3;3;2;3;3;2;3;2;1;2;3;3;2;2;3;4;2;2;4
316;2;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;2;2;2;2;4;2;3;3;3;3;2;2;4;3;3;3;3;3;2;3;3;3;2;3;2;3;3;3
317;4;3;3;3;3;3;3;3;2;2;2;3;4;3;2;4;2;4;3;3;3;2;3;3;2;2;2;2;3;2;4;4;2;2;2;3;2;2;3;3;2;3;3;2;2;3;1;2;4;2;4;2;3;3;4;3;2;2;4;3
318;4;3;2;4;3;3;3;3;3;4;3;3;3;4;3;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;3;4;4;4;4;3;3;4;4;4;3;3;3;3;4;4;4;3;4;4;4;2;4;4;3;3;4;3
319;4;4;3;4;4;4;3;4;4;4;3;3;4;3;2;4;4;4;3;3;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;4;3;4;3;4;4;2;4;3;3;3;3;3;4;2;3;3
320;3;3;2;3;4;2;3;3;3;3;3;3;3;4;3;4;4;4;3;3;4;4;4;4;2;2;2;3;4;3;4;3;3;3;3;3;3;3;4;4;3;3;2;2;3;3;3;3;2;1;3;2;4;3;4;4;4;2;3;4
321;4;4;2;4;4;1;3;3;3;4;3;2;4;4;4;4;4;3;4;3;4;4;4;4;4;4;3;4;4;4;4;3;4;3;2;2;4;4;4;4;3;4;3;3;4;4;4;4;4;4;3;3;4;4;4;4;4;1;2;4
322;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;1;4;3;3;2;1;4;3;1;4;4
323;3;3;2;3;3;3;2;2;3;3;2;3;3;3;3;3;3;2;3;3;3;3;3;3;4;3;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;2;3;3;4;3;3;2;1;2;2;4;1;3;3;4;3;2;3
324;4;3;3;3;4;4;3;3;3;4;3;2;4;3;3;4;3;4;3;3;4;3;4;4;3;3;3;4;4;3;4;4;4;3;3;3;3;4;2;4;2;4;1;2;4;3;2;3;4;2;3;1;3;2;3;3;2;2;2;3
325;3;3;3;3;3;4;4;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;4;4;4;3;3;2;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;2;3;4;3;3;3;3;4;3
326;3;3;3;3;4;3;3;3;3;4;3;3;3;4;3;3;3;3;4;3;3;3;4;3;2;3;2;3;4;3;4;4;4;3;2;2;4;3;1;2;3;2;2;2;3;3;1;2;4;2;3;2;3;2;3;3;2;3;2;3
327;4;3;3;4;4;3;2;4;4;4;3;3;4;4;3;4;4;4;4;4;4;2;4;4;4;3;3;3;4;4;4;4;4;3;3;4;3;4;3;3;3;2;3;4;3;4;3;3;3;2;4;2;3;3;3;3;3;3;4;3
328;4;3;4;4;4;3;4;4;2;4;4;3;4;2;1;3;3;3;2;4;4;2;4;3;1;2;1;3;3;3;3;3;4;3;4;3;3;4;2;2;2;3;1;1;2;3;2;1;3;1;3;2;3;2;3;2;1;2;2;3
329;3;3;3;3;4;2;3;3;3;2;3;3;3;3;3;2;3;2;2;3;3;3;3;3;2;3;3;2;3;3;3;3;3;2;2;3;3;3;3;3;3;3;2;3;3;3;2;2;3;3;3;2;3;3;2;3;4;2;3;3
330;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;2;2;2;3;2;3;3;3;2;3;2;3;3;3;3;2;3;2;2;3;3;2;3;2;2;3;3;2;3;2;3;3;2;2;3
331;4;3;4;4;4;4;4;3;4;4;4;3;4;3;1;3;4;3;3;3;3;3;3;3;2;2;2;2;3;2;4;3;4;3;2;4;3;3;3;3;2;3;2;2;2;3;2;2;3;3;2;2;3;3;3;4;4;1;3;3
332;4;4;3;3;4;3;3;3;4;3;3;3;4;4;3;4;3;3;3;3;3;3;4;4;2;3;2;2;4;2;4;3;4;2;4;2;4;3;2;3;2;3;2;2;3;4;3;4;4;3;4;3;3;4;3;3;4;2;4;4
333;4;3;3;4;4;4;2;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;2;3;2;3;3;4;4;3;4;3;3;2;4;3;4;1;3;4
334;3;3;3;4;3;3;3;3;2;2;3;2;2;3;3;2;3;3;2;2;2;3;3;2;2;2;2;2;3;2;3;3;2;1;3;2;3;3;3;2;2;3;2;3;3;3;2;3;3;2;3;2;2;3;3;2;3;2;3;3
335;3;3;2;3;4;3;3;3;3;3;3;2;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3
336;4;4;2;4;4;3;3;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;1;4;2;4;4;4;4;4;3;3;2;4;2;3;2;4;4;4;3;4;3;3;4;3;3;2;3;2;3;3;3;4;4;3;3;4
337;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;2;3;2;3;2;3;3;3;3;3;3;2;3;2;3;3;3;3;2;3;3;2
338;3;3;2;2;3;3;3;3;3;3;3;2;3;3;3;3;3;3;2;2;3;2;3;3;3;3;3;3;3;3;4;4;3;3;4;3;3;3;3;2;3;3;3;3;3;3;3;4;3;2;4;2;3;3;2;2;3;2;3;3
339;4;4;2;4;4;3;4;4;4;4;4;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;3;4;4;3;3;4;4;3;4;4;4;2;3;4
340;4;4;2;4;4;3;3;4;3;4;4;4;4;4;4;3;3;4;4;4;3;4;4;4;2;2;2;3;4;3;3;4;2;2;2;2;4;4;2;4;2;4;3;3;3;3;3;4;3;3;3;2;3;3;4;4;3;1;1;3
341;4;3;3;4;4;3;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;3;4;3;4;3;4;4;4;3;4;3;3;3;3;4;3;3;4;4;4;3;3
342;2;4;3;4;4;2;3;4;2;4;3;4;2;4;4;3;3;3;4;4;2;4;4;3;3;3;3;3;3;2;3;3;2;3;1;1;3;3;1;3;2;2;1;2;2;4;1;1;4;1;3;1;3;2;4;3;2;3;3;3
343;4;4;4;4;4;3;4;3;4;4;3;3;3;3;2;4;2;3;2;3;3;3;3;3;1;2;2;1;2;2;3;4;3;2;2;2;3;2;3;3;2;3;3;3;3;3;3;3;2;3;3;2;2;3;2;2;3;3;2;2
344;3;3;3;3;3;2;3;3;3;3;2;2;3;2;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;3;3;3;3;2;3;3;3;3;3;3;3;2;2;2;3;3;3;3;3;3;2;2;3
345;4;3;3;3;4;3;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;2;3;2;3;3;3;3;3;2;2;3
346;3;3;3;3;4;2;3;3;2;4;2;2;4;3;3;3;4;4;3;3;4;3;4;3;2;3;2;3;3;3;3;4;3;3;3;3;4;4;3;3;2;3;2;3;4;4;3;2;3;3;2;3;4;3;3;3;4;2;2;3
347;4;4;2;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;3;2;4;3;3;3;4;4;4;3;4;3;2;3;3;3;4;3;3;3;3;4;4
348;4;3;2;4;4;3;3;4;4;4;4;3;3;2;2;4;3;3;2;4;3;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;2;2;2;2;4;4;3;3;4;3;2;3;3;3;3;2;3;3;3;3;3
349;2;3;2;3;4;2;3;3;2;4;3;3;3;4;3;3;4;3;4;3;3;3;4;3;4;4;3;3;4;3;4;4;3;4;3;2;4;3;2;3;3;3;3;3;3;3;2;4;4;2;4;2;3;2;3;4;3;2;2;3
350;3;3;3;3;3;3;2;3;3;3;2;2;3;3;2;3;3;3;3;3;3;3;3;3;2;3;3;2;3;2;4;3;3;2;3;2;3;3;2;3;2;3;2;3;3;3;2;2;2;3;2;3;3;3;3;2;3;2;3;3
351;3;3;2;2;3;2;2;3;3;3;3;2;3;3;2;3;3;2;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;2;3;2;3;2;2;2;2;3;2;2;2;2;2;2;2;3;2;3;2
352;2;4;2;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;3;3;3;4;4;4;3;4;3;4;3;4;2;3;4
353;4;4;3;4;3;3;3;3;3;4;3;2;2;3;2;4;3;3;3;3;3;3;4;3;2;3;2;3;3;3;4;4;3;2;3;2;3;3;3;3;3;4;2;3;3;3;2;2;2;3;3;3;2;3;3;2;3;3;2;2
354;3;3;2;3;3;3;3;2;4;3;3;2;3;3;2;3;3;3;3;3;3;3;3;3;2;2;2;3;2;3;4;4;2;4;4;2;3;3;2;3;3;3;2;2;3;3;2;3;1;1;2;1;2;3;2;2;3;2;2;3
355;3;2;3;3;3;3;2;3;3;3;3;2;4;4;3;3;4;4;3;3;3;3;3;3;2;3;3;3;4;2;4;4;4;4;4;3;3;3;2;3;2;3;2;2;2;2;2;2;2;2;1;2;2;3;3;3;2;1;2;3
356;3;3;3;3;4;2;3;3;3;3;3;2;4;3;3;3;3;3;3;3;3;4;4;3;1;3;3;3;2;3;4;3;2;3;2;2;3;3;3;3;2;3;2;3;3;3;2;3;3;2;3;3;3;3;3;3;4;1;3;3
357;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;4;3;3;3;3;3;4;2;2;2;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3
358;4;4;4;4;4;3;4;4;3;4;3;3;3;3;3;4;3;4;3;3;3;3;3;3;2;3;3;3;3;3;4;4;3;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;2;3;3;3;3
359;3;3;3;3;3;2;3;4;2;3;2;2;3;3;2;3;3;4;3;3;3;3;4;4;3;3;3;3;3;3;4;3;3;3;3;3;3;2;3;3;3;3;2;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3
360;3;3;2;4;4;3;3;2;3;4;3;3;4;3;3;4;3;3;3;3;4;4;4;4;3;4;3;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;4;2;4;3;3;3;3;3;3;1;2;3
361;4;4;1;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
362;4;4;2;4;4;2;3;3;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;3;4;2;4;4;4;4;4;4
363;3;3;2;3;4;3;3;4;4;4;3;3;3;3;4;4;4;4;2;3;3;4;4;3;2;3;4;4;3;2;4;3;3;3;3;3;3;3;3;3;2;3;3;3;3;4;2;3;3;3;4;3;3;3;3;3;3;3;3;3
364;4;4;3;4;4;3;3;4;3;4;3;3;3;3;4;4;3;4;3;3;3;4;4;3;3;3;2;3;3;3;3;3;3;2;3;2;4;3;3;3;2;3;3;2;4;4;2;4;3;4;3;4;4;3;3;3;4;2;3;3
365;4;4;1;3;4;1;4;3;2;4;3;1;3;4;4;4;4;4;4;2;4;4;4;4;2;3;1;2;1;4;4;4;3;3;4;3;4;3;4;4;2;4;4;4;4;4;4;4;3;1;4;1;4;4;4;4;4;3;4;4
366;3;3;2;4;3;3;2;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;4;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;2;3;3;3;3;3;3;2;3;3;3;2;3;3;3;3;3;3;2;4;3;3
367;4;3;3;4;4;3;3;4;3;4;3;2;3;3;3;4;3;4;3;4;3;3;3;4;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;4;2;4;3;4;3;4;3;3;3;3;3
368;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;4;3;4;4;4;3;3;4;4;4;4;4;4;4;4;4;2;3;4;2;4;4;4;4;4;1;4;4;3;4;4;4;1;2;1;3;1;2;2;3;3;1;1;3;1
369;4;3;2;3;4;3;3;3;3;4;3;2;4;3;3;3;3;3;3;3;4;4;4;3;2;4;4;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;3;2;4;3;3;3;3;2;3;3;3;2;3;3;3;1;4;3
370;3;3;2;3;4;3;3;4;3;4;3;3;2;3;2;4;3;3;3;3;3;4;4;4;3;4;3;3;4;3;3;4;3;2;3;3;4;3;3;3;3;3;3;4;4;4;3;4;3;2;3;2;3;2;3;3;2;3;2;3
371;3;3;2;3;3;3;3;3;4;3;3;2;4;4;3;3;4;3;3;4;4;4;3;3;1;4;3;3;4;4;4;4;3;3;4;3;3;3;3;3;4;3;4;3;3;3;4;4;3;2;3;2;3;3;3;3;4;3;3;3
372;3;3;3;4;4;3;3;3;3;4;3;3;4;4;3;3;3;4;3;3;4;3;4;3;3;3;3;3;3;3;3;3;4;1;3;3;4;3;3;3;2;3;2;2;3;3;3;2;3;3;3;3;3;2;3;3;2;2;2;3
373;4;4;3;4;4;3;3;4;3;4;3;3;4;4;3;4;4;3;3;3;4;4;4;4;2;3;3;3;4;4;4;4;4;3;3;3;4;3;3;2;3;4;2;3;3;4;2;3;3;2;3;2;3;3;2;3;4;2;1;3
374;3;3;3;3;3;2;3;3;4;4;3;3;3;4;4;4;3;3;3;3;3;2;3;4;2;2;2;3;3;2;4;2;3;4;4;3;2;3;1;3;1;2;2;2;3;2;1;2;4;3;4;2;3;3;3;3;4;3;4;3
375;3;3;3;3;3;3;3;2;3;4;4;4;4;3;3;3;4;4;3;3;3;4;4;4;2;1;2;2;2;3;3;3;2;2;2;2;4;3;2;3;2;3;2;2;4;4;2;2;3;2;3;3;3;2;4;3;3;1;2;3
376;4;4;2;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;2;3;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;3;4;3;3;4;4;4;4;3;4;3;4;4;4;3;4;4
377;4;3;2;4;4;3;3;4;3;4;2;4;3;3;4;4;4;4;4;4;4;4;3;4;4;4;2;4;4;4;4;4;4;4;4;4;4;3;4;4;2;4;3;3;3;3;4;4;3;3;4;3;3;2;4;4;3;3;4;4
378;4;4;2;4;4;3;3;4;4;4;3;2;4;3;4;4;4;4;4;3;4;3;4;3;4;3;4;3;4;4;4;4;4;3;4;3;3;3;3;3;3;4;2;3;4;3;2;4;3;3;3;4;3;2;3;3;3;4;4;3
379;4;4;2;4;4;2;3;4;4;4;3;2;3;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;3;3;4;1;3;2;4;3;3;2;2;4;2;3;3;3;2;2;4;4;2;1;4
380;4;3;4;4;3;2;3;3;3;4;3;3;3;3;2;3;3;4;3;3;3;2;3;3;1;2;3;2;3;3;4;3;4;3;2;4;2;4;3;3;3;3;2;2;3;2;1;2;3;2;4;2;3;3;3;4;2;2;2;3
381;3;3;3;3;4;3;3;4;4;4;3;3;3;3;1;3;3;3;3;3;3;2;4;3;3;3;4;3;4;3;4;4;4;3;4;3;3;3;2;2;3;3;2;3;3;3;2;4;3;1;4;3;2;4;2;3;3;4;4;2
382;4;3;3;4;4;3;3;3;3;4;4;3;3;4;2;3;4;3;4;4;4;4;4;4;1;4;3;3;4;3;4;4;3;3;2;3;3;4;3;3;2;4;2;3;3;4;2;4;3;1;2;2;2;4;3;3;4;3;3;3
383;2;3;2;4;3;4;2;4;3;4;3;2;2;3;2;4;3;3;2;3;2;3;3;4;3;4;4;3;4;4;3;4;4;4;4;4;3;3;2;3;3;3;2;2;3;2;2;3;4;1;3;1;3;2;3;3;1;2;3;2
384;3;4;2;3;4;3;2;4;3;4;3;2;4;3;4;4;3;4;3;3;4;4;4;4;2;3;3;3;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;4;3;3;4
385;3;3;3;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;2;3;2;3;3;4;3;3;3;2;3;2;3;2;2;1;2;2;2;1;2;2;1;3;2;2;3;2;2;3;2;2;3
386;3;3;4;3;4;3;3;3;2;4;3;2;3;3;3;4;3;4;3;3;4;3;3;3;2;3;3;3;3;3;4;3;4;2;2;3;3;3;2;3;3;3;3;3;2;4;3;3;2;3;3;4;4;4;3;3;3;3;3;3
387;3;3;3;3;3;3;2;3;3;3;3;2;3;3;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;2;3;2;3;2;3;3;4;3;3;3
388;3;3;3;3;3;4;3;3;3;4;4;3;3;3;2;4;3;4;3;2;3;3;3;3;2;3;3;3;4;3;3;3;3;3;2;2;4;3;3;3;3;3;4;4;4;3;2;4;3;1;3;2;2;3;2;3;3;4;2;2
389;3;3;3;3;4;3;3;3;3;4;3;3;4;4;3;4;3;4;3;3;4;3;3;3;2;3;2;3;3;3;4;3;3;3;3;3;3;2;3;3;3;3;2;3;3;3;3;3;2;2;3;2;2;3;2;2;3;3;3;3
390;4;4;3;3;4;4;4;4;3;4;3;3;2;3;3;3;3;3;3;3;3;4;4;3;2;2;2;2;3;3;2;3;3;2;3;4;3;2;2;2;2;3;3;2;3;3;3;3;2;3;3;2;2;3;2;3;2;3;3;3
391;3;3;3;4;4;2;4;3;3;4;3;2;4;3;4;3;4;3;4;3;3;3;3;3;2;3;1;2;3;2;4;3;2;2;3;2;3;3;3;3;2;4;2;2;3;3;2;3;3;2;3;3;3;3;3;3;4;2;3;3
392;3;3;2;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;2;3;4;3;3;3;4;4;3;3;4;3;3;3;3;3;3;3;4;2;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;3;3;3;3;3;3
393;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;4;4;3;4;4;4;4;4;3;4;3;3;3;2;3;3;3;3;3;3;3;3;3;3;2;2;3;2;3;2;3;3;3;2;3;3
394;4;4;3;3;4;3;3;4;3;4;3;3;4;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;1;4;2;4;4;4;4;4;4;4;2;1;1;2;3;2;3;3;4;2;3;3
395;3;3;3;3;4;3;3;2;2;3;2;3;3;4;4;4;3;4;2;3;3;3;2;4;3;3;2;2;3;1;3;3;2;2;3;2;4;2;3;3;1;3;2;2;3;3;2;3;3;2;4;3;2;3;4;3;4;3;3;4
396;4;4;1;3;4;3;3;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;1;3;2;4;4;4;4;4;4;2;4;4;4;3;4;4;2;4;3;3;4;4;4;4;4;4;4;4;4;3;4;4;4;1;4;4
397;2;4;1;4;4;4;2;1;3;4;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;2;3;4;3;4;4;1;4;1;4;4;4;4;4;4;4;4;1;4;2;4;4;4;4;2;4;1;1
398;4;4;1;4;4;4;4;4;2;4;3;3;4;3;3;4;4;4;4;4;4;3;4;4;4;4;2;4;4;2;4;4;4;4;4;4;4;2;4;4;4;4;1;4;3;4;1;4;3;1;3;4;3;4;3;4;4;3;2;4
399;3;3;2;3;3;2;2;3;3;3;2;3;2;3;2;3;4;4;3;2;3;3;3;4;2;2;3;3;3;3;4;3;3;3;2;3;4;3;3;3;2;3;3;3;3;3;2;3;3;2;3;2;3;3;3;4;2;2;3;3
400;4;4;3;4;4;4;4;4;3;4;3;3;3;2;3;3;3;3;3;4;4;3;4;4;3;4;2;4;4;2;4;4;3;3;4;3;3;4;3;3;1;3;4;4;4;4;4;4;1;1;3;2;2;3;3;4;2;1;3;3
401;3;4;3;4;4;3;3;4;3;4;3;4;4;4;3;3;4;4;4;3;4;4;4;4;3;3;2;3;3;3;3;4;3;2;3;2;4;4;3;4;3;3;3;3;3;3;3;3;4;2;3;2;4;1;3;3;4;3;2;4
402;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3
403;4;3;3;3;4;4;3;4;4;4;3;1;4;3;4;4;4;4;3;4;4;4;4;4;1;3;4;2;4;2;4;4;4;1;2;4;4;3;4;3;3;4;2;4;4;4;4;4;4;3;4;4;4;4;4;4;3;1;2;3
404;4;2;2;1;4;3;1;4;3;4;1;1;3;3;3;3;4;4;2;3;4;3;4;4;4;4;3;4;4;4;4;4;4;3;4;4;4;2;3;4;3;3;4;3;4;2;4;3;3;2;3;2;3;3;3;2;3;3;2;4
405;3;3;3;3;3;3;3;3;3;4;2;2;3;3;4;4;3;4;1;2;3;2;4;4;2;3;2;2;3;2;3;4;3;3;3;2;3;3;2;3;1;3;2;2;2;2;1;2;3;2;3;2;3;3;2;3;4;1;2;3
406;3;4;3;3;3;3;3;4;3;4;3;3;3;4;4;3;3;4;3;3;3;3;3;3;2;2;2;3;2;2;3;4;2;2;2;2;3;3;3;3;2;3;1;2;3;3;2;2;3;3;2;2;3;2;3;3;3;1;2;3
407;3;3;2;4;3;4;3;3;3;4;2;3;3;3;3;4;3;3;2;3;3;3;4;3;3;3;3;4;3;3;4;4;3;4;4;3;2;4;3;3;2;3;2;2;3;3;1;3;4;4;4;2;2;3;3;3;3;2;4;3
408;4;4;3;3;4;3;3;4;4;4;4;3;2;3;1;3;3;3;2;2;3;3;4;3;2;3;2;3;4;3;4;2;4;3;1;2;2;2;2;3;3;3;2;3;2;3;2;3;3;2;3;1;3;3;3;3;2;3;3;3
